,title,rating,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,module_count,gb_per_module,total_ram
1235,G.Skill Trident Z Neo 32 GB,,,DDR4-3600,4 x 8GB,,Black / White,7.778 ns,14.0,4,8,32
1236,HP V8 RGB 16 GB,,,DDR4-3000,2 x 8GB,,Black / Silver,10.667 ns,16.0,2,8,16
1237,GeIL Orion RGB AMD Edition 16 GB,,,DDR4-3200,2 x 8GB,,Red,10 ns,16.0,2,8,16
1238,GeIL Orion AMD Edition 32 GB,,,DDR4-3600,2 x 16GB,,Red,10 ns,18.0,2,16,32
1239,GeIL Orion AMD Edition 16 GB,,,DDR4-3200,2 x 8GB,,Gray,10 ns,16.0,2,8,16
1240,GeIL EVO Potenza AMD Edition 32 GB,5.0,,DDR4-3200,2 x 16GB,,Black,10 ns,16.0,2,16,32
1241,Kingston Fury Renegade RGB 16 GB,,,DDR4-3200,1 x 16GB,,Black / Silver,10 ns,16.0,1,16,16
1242,Kingston Fury Renegade RGB 64 GB,,531.76,DDR4-3600,4 x 16GB,8.309,Black / Silver,8.889 ns,16.0,4,16,64
1243,TEAMGROUP T-Force Delta RGB 64 GB,,146.52,DDR4-3200,2 x 32GB,2.289,Black,10 ns,16.0,2,32,64
1244,TEAMGROUP T-Force Delta RGB 32 GB,,,DDR4-3600,2 x 16GB,,White,7.778 ns,14.0,2,16,32
1245,Kingston FURY Beast RGB 16 GB,,,DDR5-5600,1 x 16GB,,Black,14.286 ns,40.0,1,16,16
1246,Corsair Vengeance 64 GB,,,DDR5-5600,2 x 32GB,,Black,12.857 ns,36.0,2,32,64
1247,Kingston FURY Renegade 64 GB,,,DDR4-2666,4 x 16GB,,Black,9.752 ns,13.0,4,16,64
1248,Kingston FURY Renegade 64 GB,,,DDR4-3600,4 x 16GB,,Black,8.889 ns,16.0,4,16,64
1249,G.Skill Trident Z5 RGB 32 GB,5.0,,DDR5-6000,2 x 16GB,,White / Black,12 ns,36.0,2,16,32
1250,Kingston ValueRAM 16 GB,,41.60,DDR4-2666,1 x 16GB,2.600,Green,14.254 ns,19.0,1,16,16
1251,Kingston Server Premier 32 GB,,147.99,DDR4-2666,1 x 32GB,4.625,,14.254 ns,19.0,1,32,32
1252,Kingston Server Premier 32 GB,,,DDR4-3200,1 x 32GB,,,13.75 ns,22.0,1,32,32
1253,Kingston FURY Beast 16 GB,,,DDR4-3733,2 x 8GB,,Black,10.179 ns,19.0,2,8,16
1254,ADATA XPG GAMMIX D20 32 GB,,,DDR4-3200,1 x 32GB,,Black / Silver,10 ns,16.0,1,32,32
1255,ADATA XPG GAMMIX D20 8 GB,,,DDR4-3200,1 x 8GB,,Gray / Silver,10 ns,16.0,1,8,8
1256,VisionTek OCPC PISTA RGB 16 GB,,,DDR5-5200,2 x 8GB,,Gray,13.846 ns,36.0,2,8,16
1257,TEAMGROUP Elite 16 GB,,,DDR4-2400,2 x 8GB,,Black,13.333 ns,16.0,2,8,16
1258,TEAMGROUP Elite 8 GB,,,DDR5-4800,1 x 8GB,,Black,16.667 ns,40.0,1,8,8
1259,TEAMGROUP T-Create Expert 16 GB,,,DDR4-3600,2 x 8GB,,Gray,7.778 ns,14.0,2,8,16
1260,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,,DDR4-3600,2 x 8GB,,Black / Gold,8.889 ns,16.0,2,8,16
1261,ADATA XPG GAMMIX D45 64 GB,5.0,,DDR4-3200,2 x 32GB,,Black,10 ns,16.0,2,32,64
1262,ADATA XPG SPECTRIX D50 8 GB,,,DDR4-3000,1 x 8GB,,White,10.667 ns,16.0,1,8,8
1263,ADATA XPG SPECTRIX D50 32 GB,,,DDR4-3600,1 x 32GB,,White,10 ns,18.0,1,32,32
1264,PNY XLR8 Gaming EPIC-X RGB 64 GB,,,DDR4-3200,4 x 16GB,,Black,10 ns,16.0,4,16,64
1265,PNY XLR8 Gaming EPIC-X RGB 16 GB,5.0,85.99,DDR4-4000,2 x 8GB,5.374,Black,9 ns,18.0,2,8,16
1266,Mushkin Redline Lumina 16 GB,,53.11,DDR4-3200,2 x 8GB,3.319,Black,10 ns,16.0,2,8,16
1267,Mushkin Redline 64 GB,,491.57,DDR4-2800,2 x 32GB,7.681,Red,12.143 ns,17.0,2,32,64
1268,G.Skill Trident Z 64 GB,,,DDR5-6000,2 x 32GB,,Black,10 ns,30.0,2,32,64
1269,G.Skill Sniper X 16 GB,,,DDR4-3600,2 x 8GB,,Black / White,10.556 ns,19.0,2,8,16
1270,G.Skill F4-3200C16Q-64GTZSK 64 GB,,329.00,DDR4-3200,4 x 16GB,5.141,Gray / Black,10 ns,16.0,4,16,64
1271,G.Skill Ares 32 GB,,,DDR3-1600,4 x 8GB,,Blue,11.25 ns,9.0,4,8,32
1272,G.Skill Ripjaws 4 8 GB,,,DDR4-2400,1 x 8GB,,Black,12.5 ns,15.0,1,8,8
1273,Acer UD100 16 GB,,,DDR4-2666,1 x 16GB,,Black,14.254 ns,19.0,1,16,16
1274,Corsair Dominator Platinum RGB 16 GB,,107.77,DDR4-3200,2 x 8GB,6.736,White,10 ns,16.0,2,8,16
1275,Patriot Signature Line 4 GB,,24.34,DDR4-2666,1 x 4GB,6.085,Green,14.254 ns,19.0,1,4,4
1276,Silicon Power XPOWER Zenith RGB Gaming 16 GB,,,DDR5-5200,2 x 8GB,,Black,14.615 ns,38.0,2,8,16
1277,G.Skill Trident Z5 RGB 64 GB,,,DDR5-6000,2 x 32GB,,Black,10.667 ns,32.0,2,32,64
1278,Thermaltake TOUGHRAM XG RGB 16 GB,,174.98,DDR4-4000,2 x 8GB,10.936,Black / Silver,9.5 ns,19.0,2,8,16
1279,V-Color Manta XPrism RGB 32 GB,,,DDR5-7800,2 x 16GB,,Silver,9.744 ns,38.0,2,16,32
1280,Neo Forza MARS 16 GB,,,DDR4-4000,2 x 8GB,,Gray / Black,9.5 ns,19.0,2,8,16
1281,Neo Forza MARS 16 GB,,,DDR4-4400,2 x 8GB,,Gray / Black,8.636 ns,19.0,2,8,16
1282,OLOy Blade RGB 32 GB,,,DDR5-6000,2 x 16GB,,Black,10.667 ns,32.0,2,16,32
1283,OLOy Blade RGB 16 GB,,,DDR5-5600,2 x 8GB,,Black,14.286 ns,40.0,2,8,16
1284,TEAMGROUP Elite 16 GB,,91.99,DDR5-5200,1 x 16GB,5.749,Black,16.154 ns,42.0,1,16,16
1285,OLOy Blade RGB 32 GB,,,DDR5-6400,2 x 16GB,,Black,10 ns,32.0,2,16,32
1286,Kingston FURY Beast 32 GB,,,DDR5-6000,1 x 32GB,,Black / Silver,13.333 ns,40.0,1,32,32
1287,PROXMEM KERBEROS 32 GB,,72.98,DDR4-3200,2 x 16GB,2.281,Black / Silver,11.25 ns,18.0,2,16,32
1288,Timetec PINNACLE Konduit 16 GB,,28.99,DDR4-3200,1 x 16GB,1.812,Black,10 ns,16.0,1,16,16
1289,Kingston FURY Renegade 64 GB,5.0,,DDR5-6000,2 x 32GB,,White / Silver,10.667 ns,32.0,2,32,64
1290,G.Skill Zeta R5 128 GB,,929.99,DDR5-6400,8 x 16GB,7.266,Black / White,10 ns,32.0,8,16,128
1291,Corsair Vengeance LPX 16 GB,,,DDR4-3200,2 x 8GB,,Black,11.25 ns,18.0,2,8,16
1292,Kingston FURY Beast 16 GB,5.0,,DDR4-3200,2 x 8GB,,Black / Silver,10 ns,16.0,2,8,16
1293,TEAMGROUP Elite Plus 8 GB,,,DDR4-2133,1 x 8GB,,Red / Black,14.065 ns,15.0,1,8,8
1294,G.Skill Trident Z5 RGB 48 GB,,,DDR5-7600,2 x 24GB,,Black,10 ns,38.0,2,24,48
1295,TEAMGROUP Elite 32 GB,,,DDR5-6400,1 x 32GB,,Black,16.25 ns,52.0,1,32,32
1296,Klevv CRAS XR5 RGB 32 GB,4.0,,DDR5-6000,2 x 16GB,,White / Black,13.333 ns,40.0,2,16,32
1297,Apacer Panther 32 GB,,,DDR5-6000,2 x 16GB,,Silver / Black,13.333 ns,40.0,2,16,32
1298,ADATA XPG LANCER RGB 16 GB,,,DDR5-5600,1 x 16GB,,Black,12.857 ns,36.0,1,16,16
1299,ADATA XPG LANCER RGB 16 GB,,,DDR5-6400,1 x 16GB,,Black,10 ns,32.0,1,16,16
1300,G.Skill Trident Z Royal 16 GB,,,DDR4-5333,2 x 8GB,,Gold,8.251 ns,22.0,2,8,16
1301,G.Skill Ripjaws V 8 GB,,,DDR4-3000,1 x 8GB,,Red,10.667 ns,16.0,1,8,8
1302,G.Skill Trident Z Neo 128 GB,,,DDR4-3600,8 x 16GB,,Black / White,7.778 ns,14.0,8,16,128
1303,TEAMGROUP Elite Plus 32 GB,,,DDR5-6000,2 x 16GB,,Black,13.333 ns,40.0,2,16,32
1304,Acer UD100 8 GB,,,DDR4-3200,1 x 8GB,,Black,13.75 ns,22.0,1,8,8
1305,Acer Predator Vesta RGB 16 GB,,,DDR4-3600,2 x 8GB,,Silver,7.778 ns,14.0,2,8,16
1306,Acer Predator Vesta RGB 32 GB,,,DDR4-3200,2 x 16GB,,Silver,8.75 ns,14.0,2,16,32
1307,Corsair Dominator Platinum RGB 16 GB,,87.99,DDR4-3600,2 x 8GB,5.499,Black,10 ns,18.0,2,8,16
1308,Patriot Viper 4 Blackout 32 GB,,,DDR4-3000,2 x 16GB,,Black,10.667 ns,16.0,2,16,32
1309,Patriot Viper Elite 4 GB,,,DDR4-2666,1 x 4GB,,Black / Silver,12.003 ns,16.0,1,4,4
1310,Patriot Viper Venom RGB 32 GB,,,DDR4-3200,2 x 16GB,,Black,10 ns,16.0,2,16,32
1311,Patriot Viper Venom RGB 32 GB,,,DDR4-3600,2 x 16GB,,Black,9.444 ns,17.0,2,16,32
1312,Silicon Power SP008GBLFU266B02 8 GB,,22.39,DDR4-2666,1 x 8GB,2.799,,14.254 ns,19.0,1,8,8
1313,Silicon Power SP001GBRDE333O01 1 GB,,,DDR-333,1 x 1GB,,,15.015 ns,2.5,1,1,1
1314,TEAMGROUP T-Force Vulcan 16 GB,,,DDR5-5600,1 x 16GB,,Black,11.429 ns,32.0,1,16,16
1315,G.Skill Trident Z5 64 GB,,,DDR5-6000,2 x 32GB,,Black,10.667 ns,32.0,2,32,64
1316,ADATA XPG Z1 16 GB,,,DDR4-3200,2 x 8GB,,Black,10 ns,16.0,2,8,16
1317,ADATA XPG GAMMIX D10 32 GB,,,DDR4-3200,2 x 16GB,,Silver,10 ns,16.0,2,16,32
1318,TEAMGROUP Elite Plus 8 GB,,,DDR5-5200,1 x 8GB,,Silver,16.154 ns,42.0,1,8,8
1319,Silicon Power XPOWER Zenith RGB Gaming 32 GB,,,DDR5-6000,2 x 16GB,,White,13.333 ns,40.0,2,16,32
1320,Corsair Dominator Platinum RGB 64 GB,,,DDR5-5200,2 x 32GB,,Black,15.385 ns,40.0,2,32,64
1321,Timetec PINNACLE Konduit RGB 32 GB,,,DDR4-3200,2 x 16GB,,Black,10 ns,16.0,2,16,32
1322,PROXMEM UNDERWORLD TUF 32 GB,,,DDR5-5600,2 x 16GB,,Black / Gray,10 ns,28.0,2,16,32
1323,ADATA XPG CASTER RGB 16 GB,,,DDR5-6000,1 x 16GB,,Black / Silver,13.333 ns,40.0,1,16,16
1324,GeIL Polaris RGB 32 GB,,,DDR5-6000,2 x 16GB,,Red,12.667 ns,38.0,2,16,32
1325,Kingston FURY Beast 16 GB,,,DDR5-5200,2 x 8GB,,Black,15.385 ns,40.0,2,8,16
1326,Kingston FURY Beast 32 GB,,,DDR5-5600,2 x 16GB,,Black,14.286 ns,40.0,2,16,32
1327,Kingston FURY Beast RGB 32 GB,,,DDR4-3600,2 x 16GB,,Black / Silver,10 ns,18.0,2,16,32
1328,Kingston FURY Beast 32 GB,,,DDR4-3600,2 x 16GB,,Black / Silver,10 ns,18.0,2,16,32
1329,Silicon Power XPOWER Zenith Gaming 32 GB,,,DDR5-6000,2 x 16GB,,White,13.333 ns,40.0,2,16,32
1330,TEAMGROUP Elite Plus 8 GB,,,DDR4-3200,1 x 8GB,,Black / Gold,13.75 ns,22.0,1,8,8
1331,TEAMGROUP Elite Plus 16 GB,,,DDR4-3200,1 x 16GB,,Red / Black,13.75 ns,22.0,1,16,16
1332,Patriot Viper 4 16 GB,,,DDR4-3600,2 x 8GB,,Red / Black,9.444 ns,17.0,2,8,16
1333,OLOy Blade 32 GB,,,DDR5-6000,2 x 16GB,,Black,10.667 ns,32.0,2,16,32
1334,TEAMGROUP Elite 16 GB,,,DDR5-4800,2 x 8GB,,Black,16.667 ns,40.0,2,8,16
1335,Klevv CRAS XR5 RGB 32 GB,5.0,,DDR5-6200,2 x 16GB,,White / Black,12.903 ns,40.0,2,16,32
1336,GeIL EVO V RGB 48 GB,,,DDR5-6400,1 x 48GB,,Black,11.875 ns,38.0,1,48,48
1337,GOODRAM IRDM PRO 16 GB,,,DDR4-3600,2 x 8GB,,White,9.444 ns,17.0,2,8,16
1338,GOODRAM IRDM PRO 16 GB,,,DDR4-3600,1 x 16GB,,White / Red,10 ns,18.0,1,16,16
1339,Apacer Panther RGB 32 GB,,,DDR5-6400,2 x 16GB,,Silver / Black,10 ns,32.0,2,16,32
1340,ADATA XPG LANCER RGB 16 GB,,,DDR5-6000,1 x 16GB,,White,10 ns,30.0,1,16,16
1341,ADATA XPG Lancer Blade RGB 64 GB,,,DDR5-6400,2 x 32GB,,Black,10 ns,32.0,2,32,64
1342,Netac Shadow II 16 GB,,,DDR4-2666,1 x 16GB,,Black,14.254 ns,19.0,1,16,16
1343,Silicon Power SP032GBLVU560FD2AD 32 GB,,,DDR5-5600,2 x 16GB,,Black,16.429 ns,46.0,2,16,32
1344,TEAMGROUP T-Force Vulcan 16 GB,,,DDR5-6000,1 x 16GB,,Black,12.667 ns,38.0,1,16,16
1345,TEAMGROUP T-Force Vulcan 32 GB,,,DDR5-6000,1 x 32GB,,Red,12.667 ns,38.0,1,32,32
1346,Lexar Ares RGB 16 GB,,,DDR4-3600,2 x 8GB,,White,10 ns,18.0,2,8,16
1347,VisionTek 901344 16 GB,,,DDR4-2933,1 x 16GB,,Black,14.32 ns,21.0,1,16,16
1348,OLOy Blade RGB 32 GB,,,DDR4-3200,2 x 16GB,,Black,10 ns,16.0,2,16,32
1349,G.Skill Value 8 GB,,,DDR4-2133,1 x 8GB,,Black,14.065 ns,15.0,1,8,8
1350,Silicon Power SP032GBLVU520F22 32 GB,,,DDR5-5200,2 x 16GB,,Black,16.154 ns,42.0,2,16,32
1351,Silicon Power SP048GBLVU520P22 48 GB,,,DDR5-5200,2 x 24GB,,Black,16.154 ns,42.0,2,24,48
1352,Mushkin Redline Lumina 32 GB,,123.64,DDR5-6400,2 x 16GB,3.864,Black,10 ns,32.0,2,16,32
1353,Acer Predator Vesta II RGB 32 GB,,,DDR5-6000,2 x 16GB,,Black,11.333 ns,34.0,2,16,32
1354,Acer Predator Hermes RGB 32 GB,,,DDR5-8000,2 x 16GB,,White,9 ns,36.0,2,16,32
1355,Kingston FURY Renegade Pro 64 GB,,409.95,DDR5-5600,4 x 16GB,6.405,Black,12.857 ns,36.0,4,16,64
1356,Kingston FURY Renegade Pro 64 GB,,585.00,DDR5-6800,4 x 16GB,9.141,Black,14.118 ns,48.0,4,16,64
1357,Kingston FURY Renegade Pro 128 GB,,912.90,DDR5-6000,8 x 16GB,7.132,Black,10.667 ns,32.0,8,16,128
1358,Kingston FURY Renegade Pro 256 GB,,1609.95,DDR5-5600,8 x 32GB,6.289,Black,10 ns,28.0,8,32,256
1359,V-Color TRA516G72S834O 128 GB,,1524.99,DDR5-7200,8 x 16GB,11.914,Black,9.444 ns,34.0,8,16,128
1360,ADATA XPG SPECTRIX D35G RGB 16 GB,,,DDR4-3600,1 x 16GB,,White,10 ns,18.0,1,16,16
1361,Silicon Power XPOWER Pulse Gaming 32 GB,,,DDR5-6000,1 x 32GB,,Black / White,10 ns,30.0,1,32,32
1362,Silicon Power XPOWER Storm RGB 32 GB,,,DDR5-7200,1 x 32GB,,Black,9.444 ns,34.0,1,32,32
1363,Silicon Power XPOWER Storm RGB 64 GB,,,DDR5-7200,2 x 32GB,,White,9.444 ns,34.0,2,32,64
1364,TEAMGROUP T-Force Delta RGB 16 GB,,,DDR5-6000,1 x 16GB,,Black,10 ns,30.0,1,16,16
1365,TEAMGROUP T-Force Delta RGB 16 GB,,,DDR5-5200,1 x 16GB,,Black,15.385 ns,40.0,1,16,16
1366,TEAMGROUP T-Force Delta RGB 16 GB,,,DDR5-6000,1 x 16GB,,White,12.667 ns,38.0,1,16,16
1367,TEAMGROUP T-Force Delta RGB 16 GB,,,DDR5-6000,1 x 16GB,,White,10 ns,30.0,1,16,16
1368,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,,DDR5-6000,2 x 16GB,,Black,10 ns,30.0,2,16,32
1369,TEAMGROUP T-Force Vulcan\xce\xb1 8 GB,,,DDR5-5200,1 x 8GB,,Black,15.385 ns,40.0,1,8,8
1370,TEAMGROUP T-Create Classic 16 GB,,,DDR5-6000,1 x 16GB,,Black,16 ns,48.0,1,16,16
1371,TEAMGROUP T-Create Expert 48 GB,,,DDR5-7600,2 x 24GB,,White,9.474 ns,36.0,2,24,48
1372,TEAMGROUP T-Create Expert 32 GB,,,DDR5-7600,2 x 16GB,,White,9.474 ns,36.0,2,16,32
1373,Klevv Urbane V RGB 64 GB,,,DDR5-6000,2 x 32GB,,White,10 ns,30.0,2,32,64
1374,TEAMGROUP Elite Plus 64 GB,,,DDR5-6400,2 x 32GB,,Black,16.25 ns,52.0,2,32,64
1375,TEAMGROUP Elite Plus 64 GB,,,DDR5-5600,2 x 32GB,,Black,16.429 ns,46.0,2,32,64
1376,Klevv CRAS V RGB 32 GB,,,DDR5-7600,2 x 16GB,,White,9.474 ns,36.0,2,16,32
1377,Biwin Black Opal DW100 RGB 32 GB,,,DDR5-6000,2 x 16GB,,White,10 ns,30.0,2,16,32
1378,Biwin Black Opal DW100 RGB 48 GB,,,DDR5-8200,2 x 24GB,,Black,9.756 ns,40.0,2,24,48
1379,Biwin Black Opal DW100 RGB 48 GB,,,DDR5-8400,2 x 24GB,,Black,9.524 ns,40.0,2,24,48
1380,ADATA XPG Lancer Blade 16 GB,,,DDR5-6400,1 x 16GB,,Black,10 ns,32.0,1,16,16
1381,ADATA XPG Lancer Blade 16 GB,,,DDR5-6000,1 x 16GB,,White,10 ns,30.0,1,16,16
1382,Crucial CT16G3ERSLD4160B 16 GB,,22.49,DDR3-1600,1 x 16GB,1.406,Black / Green,13.75 ns,11.0,1,16,16
1383,Crucial CT8G3S160BM 8 GB,4.0,17.10,DDR3-1600,1 x 8GB,2.138,Black / Green,13.75 ns,11.0,1,8,8
1384,G.Skill Ripjaws 32 GB,,52.99,DDR4-2133,2 x 16GB,1.656,Black,14.065 ns,15.0,2,16,32
1385,G.Skill Trident Z Royal 16 GB,5.0,,DDR4-3000,2 x 8GB,,Silver,10.667 ns,16.0,2,8,16
1386,Crucial CT16G4SFD8266 16 GB,,35.40,DDR4-2666,1 x 16GB,2.212,Green / Black,14.254 ns,19.0,1,16,16
1387,G.Skill Trident Z Royal 32 GB,,,DDR4-4400,2 x 16GB,,Silver,7.727 ns,17.0,2,16,32
1388,Kingston Server Premier 8 GB,,42.16,DDR4-2666,1 x 8GB,5.270,,14.254 ns,19.0,1,8,8
1389,Mushkin Redline 64 GB,,,DDR4-3600,2 x 32GB,,White,8.889 ns,16.0,2,32,64
1390,TEAMGROUP T-Create Classic 16 GB,,100.47,DDR5-5600,1 x 16GB,6.279,Black,16.429 ns,46.0,1,16,16
1391,Corsair Vengeance 16 GB,4.5,88.85,DDR3-1600,2 x 8GB,5.553,Black / Silver,11.25 ns,9.0,2,8,16
1392,Kingston Server Premier 8 GB,,36.99,DDR4-3200,1 x 8GB,4.624,,13.75 ns,22.0,1,8,8
1393,Kingston ValueRAM 16 GB,,34.74,DDR4-3200,1 x 16GB,2.171,,13.75 ns,22.0,1,16,16
1394,Mushkin Redline Lumina 16 GB,,57.99,DDR4-3600,2 x 8GB,3.624,White,10 ns,18.0,2,8,16
1395,Crucial CT2KIT51272AF667 8 GB,5.0,58.99,DDR2-667,2 x 4GB,7.374,Green,14.993 ns,5.0,2,4,8
1396,G.Skill FA-1333C9Q-32GSQ 32 GB,,83.72,DDR3-1333,4 x 8GB,2.616,Black / Green,13.503 ns,9.0,4,8,32
1397,Kingston HyperX Fury 8 GB,4.5,,DDR3-1600,1 x 8GB,,Red / Silver,12.5 ns,10.0,1,8,8
1398,Crucial CT2K4G4DFS8213 8 GB,4.5,69.98,DDR4-2133,2 x 4GB,8.748,Black / Green,14.065 ns,15.0,2,4,8
1399,Crucial CT16G4RFD4213 16 GB,,28.00,DDR4-2133,1 x 16GB,1.750,Black / Green,14.065 ns,15.0,1,16,16
1400,G.Skill Trident Z5 64 GB,,,DDR5-6000,2 x 32GB,,Black / White,10.667 ns,32.0,2,32,64
1401,TEAMGROUP Night Hawk RGB Gen 2 32 GB,4.0,,DDR4-3200,2 x 16GB,,White,10 ns,16.0,2,16,32
1402,Corsair Vengeance 64 GB,,,DDR5-5600,2 x 32GB,,Gray,12.857 ns,36.0,2,32,64
1403,Thermaltake TOUGHRAM XG RGB 64 GB,,539.99,DDR4-3600,2 x 32GB,8.437,Black / Silver,10 ns,18.0,2,32,64
1404,Neo Forza FAYE 16 GB,,,DDR4-3600,2 x 8GB,,Black / Silver,10 ns,18.0,2,8,16
1405,Neo Forza FAYE 16 GB,,,DDR4-5000,2 x 8GB,,Black / Silver,7.6 ns,19.0,2,8,16
1406,TEAMGROUP T-Force Delta RGB 64 GB,,,DDR5-5200,2 x 32GB,,White / Silver,15.385 ns,40.0,2,32,64
1407,OLOy Blade RGB 64 GB,,,DDR5-5600,2 x 32GB,,Black,12.857 ns,36.0,2,32,64
1408,Kingston FURY Impact 16 GB,,68.00,DDR4-2666,2 x 8GB,4.250,Black,11.253 ns,15.0,2,8,16
1409,Timetec PINNACLE Konduit RGB 32 GB,,55.99,DDR4-3200,1 x 32GB,1.750,White,10 ns,16.0,1,32,32
1410,Timetec PINNACLE Konduit RGB 32 GB,,,DDR4-3600,2 x 16GB,,Black,10 ns,18.0,2,16,32
1411,ADATA XPG CASTER RGB 32 GB,,,DDR5-6400,2 x 16GB,,Black / Silver,10 ns,32.0,2,16,32
1412,GeIL Polaris RGB 32 GB,,,DDR5-6000,2 x 16GB,,Black,12.667 ns,38.0,2,16,32
1413,Kingston FURY Beast RGB 32 GB,,,DDR5-6000,1 x 32GB,,Black,13.333 ns,40.0,1,32,32
1414,TEAMGROUP T-Force DELTA\xce\xb1 RGB 16 GB,,,DDR5-6000,1 x 16GB,,Black,12.667 ns,38.0,1,16,16
1415,Kingston FURY Beast 32 GB,,,DDR5-6000,2 x 16GB,,Black,13.333 ns,40.0,2,16,32
1416,OLOy Blade 32 GB,,,DDR5-6000,2 x 16GB,,White,10.667 ns,32.0,2,16,32
1417,OLOy Blade RGB 64 GB,,,DDR5-5600,2 x 32GB,,White,12.857 ns,36.0,2,32,64
1418,Kingston FURY 32 GB,,145.99,DDR5-5600,1 x 32GB,4.562,White,14.286 ns,40.0,1,32,32
1419,Mushkin Enhanced Redline Stiletto 16 GB,,,DDR4-3600,2 x 8GB,,Black,8.889 ns,16.0,2,8,16
1420,Mushkin Enhanced Redline Stiletto 16 GB,,,DDR4-3600,2 x 8GB,,Black,7.778 ns,14.0,2,8,16
1421,Mushkin Enhanced Redline Stiletto 16 GB,,,DDR4-3200,2 x 8GB,,Black,8.75 ns,14.0,2,8,16
1422,Kingston FURY Beast 64 GB,,,DDR4-3200,2 x 32GB,,Black / Silver,10 ns,16.0,2,32,64
1423,Kingston FURY Beast 32 GB,,,DDR4-3200,2 x 16GB,,Black / Silver,10 ns,16.0,2,16,32
1424,OLOy Blade RGB 16 GB,,,DDR4-3600,2 x 8GB,,Black / Silver,10 ns,18.0,2,8,16
1425,OLOy WarHawk RGB 16 GB,,,DDR4-4000,2 x 8GB,,White / Silver,9 ns,18.0,2,8,16
1426,GeIL ORION V RGB 16 GB,,,DDR5-5200,1 x 16GB,,Black,13.077 ns,34.0,1,16,16
1427,TEAMGROUP Elite Plus 16 GB,,,DDR4-3200,1 x 16GB,,Black / Gold,13.75 ns,22.0,1,16,16
1428,TEAMGROUP Elite Plus 16 GB,,,DDR4-2133,2 x 8GB,,Black / Gold,14.065 ns,15.0,2,8,16
1429,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,,DDR5-6400,1 x 16GB,,Black,12.5 ns,40.0,1,16,16
1430,GeIL ORION V 32 GB,,,DDR5-6000,2 x 16GB,,Red,10 ns,30.0,2,16,32
1431,TEAMGROUP Elite 64 GB,,,DDR5-6400,2 x 32GB,,Black,16.25 ns,52.0,2,32,64
1432,GeIL EVO V RGB 48 GB,,,DDR5-6400,1 x 48GB,,White,11.875 ns,38.0,1,48,48
1433,GeIL EVO V RGB 32 GB,,,DDR5-7600,2 x 16GB,,Black,9.474 ns,36.0,2,16,32
1434,Mushkin Enhanced Redline 96 GB,,,DDR5-5600,2 x 48GB,,Black,16.429 ns,46.0,2,48,96
1435,GOODRAM IRDM PRO 32 GB,,,DDR4-3600,2 x 16GB,,White,9.444 ns,17.0,2,16,32
1436,GOODRAM IRDM PRO 16 GB,,,DDR4-3600,2 x 8GB,,Black / Gold,9.444 ns,17.0,2,8,16
1437,ADATA XPG LANCER RGB 32 GB,,,DDR5-6000,1 x 32GB,,Black,10 ns,30.0,1,32,32
1438,Netac Shadow II 16 GB,,,DDR4-2666,2 x 8GB,,Black,14.254 ns,19.0,2,8,16
1439,Silicon Power SP064GBLVU560FD2AD 64 GB,,187.23,DDR5-5600,2 x 32GB,2.925,Black,16.429 ns,46.0,2,32,64
1440,Lexar LD4AS016G-R3200CSST 16 GB,,,DDR4-3200,1 x 16GB,,Black,13.75 ns,22.0,1,16,16
1441,GeIL EVO X II AMD 32 GB,,,DDR4-2400,2 x 16GB,,Black,15.833 ns,19.0,2,16,32
1442,OLOy OWL RGB 64 GB,,,DDR4-3200,2 x 32GB,,White,10 ns,16.0,2,32,64
1443,OLOy OWL RGB 64 GB,,,DDR4-3600,2 x 32GB,,Black,10 ns,18.0,2,32,64
1444,G.Skill Ripjaws S5 64 GB,,,DDR5-6000,2 x 32GB,,White,10.667 ns,32.0,2,32,64
1445,Silicon Power SP064GBLVU520F22 64 GB,,,DDR5-5200,2 x 32GB,,Black,16.154 ns,42.0,2,32,64
1446,Silicon Power XPOWER Zenith Gaming 16 GB,,,DDR5-6000,1 x 16GB,,White,10 ns,30.0,1,16,16
1447,Mushkin Redline Lumina 32 GB,,,DDR5-6800,2 x 16GB,,Black,9.412 ns,32.0,2,16,32
1448,Mushkin Redline ST 32 GB,,,DDR4-3200,2 x 16GB,,Black,8.75 ns,14.0,2,16,32
1449,OLOy Blade RGB 32 GB,,,DDR5-8000,2 x 16GB,,Black,9 ns,36.0,2,16,32
1450,Acer Predator Vesta II RGB 32 GB,,,DDR5-6000,2 x 16GB,,Silver,10.667 ns,32.0,2,16,32
1451,Acer Predator Hermes RGB 48 GB,,,DDR5-6800,2 x 24GB,,White,10.588 ns,36.0,2,24,48
1452,Acer Predator Hermes RGB 48 GB,,,DDR5-7200,2 x 24GB,,Black,10 ns,36.0,2,24,48
1453,Acer Predator Hermes RGB 32 GB,,,DDR5-6400,2 x 16GB,,White,10 ns,32.0,2,16,32
1454,V-Color TRA516G56S836Q 64 GB,,380.99,DDR5-5600,4 x 16GB,5.953,White,12.857 ns,36.0,4,16,64
1455,V-Color TRA524G56S836Q 96 GB,,514.99,DDR5-5600,4 x 24GB,5.364,White,12.857 ns,36.0,4,24,96
